Nyckeltal;Kommun/Landsting;År;Visat Värde
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Berg;2013;27,094991
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Bjurholm;2010;24,620023
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Bjurholm;2013;25,116544
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Bjuv;2010;17,993314
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Bjuv;2013;19,655852
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Boden;2010;37,330735
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Boden;2013;37,868692
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Bollebygd;2010;31,875823
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Bollebygd;2013;33,289315
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Bollnäs;2010;26,362755
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Bollnäs;2013;27,852736
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Borgholm;2010;31,602176
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Borgholm;2013;32,225185
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Borlänge;2010;30,055629
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Borlänge;2013;31,384386
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Borås;2010;33,549605
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Borås;2013;35,632747
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Botkyrka;2010;30,849519
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Botkyrka;2013;32,992611
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Boxholm;2010;20,844284
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Boxholm;2013;22,860032
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Bromölla;2010;22,309173
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Bromölla;2013;23,950811
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Bräcke;2010;24,821123
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Bräcke;2013;24,955182
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Burlöv;2010;31,660576
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Burlöv;2013;34,346659
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Båstad;2010;37,029951
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Båstad;2013;38,411038
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Dals-Ed;2010;21,279958
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Dals-Ed;2013;22,269876
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Danderyd;2010;71,498481
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Danderyd;2013;73,469732
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Degerfors;2010;21,022187
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Degerfors;2013;22,553202
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Dorotea;2010;18,619218
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Dorotea;2013;20,847063
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Eda;2010;19,101076
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Eda;2013;20,500412
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ekerö;2010;44,956356
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ekerö;2013;46,528934
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Eksjö;2010;32,929403
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Eksjö;2013;34,79584
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Emmaboda;2010;25,939389
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Emmaboda;2013;28,171974
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Enköping;2010;29,848455
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Enköping;2013;31,592847
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Eskilstuna;2010;32,500313
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Eskilstuna;2013;33,712962
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Eslöv;2010;31,962978
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Eslöv;2013;34,138776
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Essunga;2010;21,484211
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Essunga;2013;22,679082
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Fagersta;2010;21,595322
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Fagersta;2013;22,811526
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Falkenberg;2010;26,927864
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Falkenberg;2013;28,835345
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Falköping;2010;27,924602
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Falköping;2013;28,536104
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Falun;2010;40,567836
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Falun;2013;42,043191
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Filipstad;2010;18,75175
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Filipstad;2013;19,697538
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Finspång;2010;27,373708
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Finspång;2013;28,56169
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Flen;2010;25,096692
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Flen;2013;26,341307
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Forshaga;2010;28,533126
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Forshaga;2013;30,134906
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Färgelanda;2010;21,938975
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Färgelanda;2013;22,853996
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Gagnef;2010;29,198518
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Gagnef;2013;31,574088
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Gislaved;2010;20,584989
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Gislaved;2013;22,11399
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Gnesta;2010;29,810191
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Gnesta;2013;31,967162
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Gnosjö;2010;18,57341
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Gnosjö;2013;19,773578
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Gotland;2010;31,339473
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Gotland;2013;33,379851
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Grums;2010;19,854977
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Grums;2013;21,688016
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Grästorp;2010;24,231017
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Grästorp;2013;26,316639
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Gullspång;2010;23,049415
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Gullspång;2013;23,969632
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Gällivare;2010;24,873072
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Gällivare;2013;26,31062
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Gävle;2010;36,303177
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Gävle;2013;38,133969
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Göteborg;2010;52,05424
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Göteborg;2013;54,345377
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Götene;2010;25,92856
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Götene;2013;28,032077
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Habo;2010;33,308001
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Habo;2013;36,335579
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hagfors;2010;22,223763
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hagfors;2013;23,404276
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hallsberg;2010;22,20505
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hallsberg;2013;23,299477
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hallstahammar;2010;24,15303
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hallstahammar;2013;25,994622
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Halmstad;2010;38,482165
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Halmstad;2013;40,375395
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hammarö;2010;43,951472
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hammarö;2013;47,141402
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Haninge;2010;28,133282
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Haninge;2013;30,198863
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Haparanda;2010;22,234168
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Haparanda;2013;22,738342
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Heby;2010;20,865276
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Heby;2013;22,583338
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hedemora;2010;24,953336
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hedemora;2013;25,831114
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Helsingborg;2010;37,558802
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Helsingborg;2013;39,248653
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Herrljunga;2010;23,468681
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Herrljunga;2013;25,691065
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hjo;2010;29,664354
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hjo;2013;30,427974
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hofors;2010;21,792905
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hofors;2013;21,935433
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Huddinge;2010;39,808214
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Huddinge;2013;42,682003
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hudiksvall;2010;30,222768
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hudiksvall;2013;31,87989
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hultsfred;2010;21,637964
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hultsfred;2013;23,266927
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hylte;2010;20,206803
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hylte;2013;21,833769
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hällefors;2010;21,455489
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hällefors;2013;22,154651
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Härjedalen;2010;21,919447
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Härjedalen;2013;23,462521
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Härnösand;2010;38,021751
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Härnösand;2013;38,235483
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Härryda;2010;43,83378
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Härryda;2013;47,177884
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hässleholm;2010;29,569067
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hässleholm;2013;31,645074
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Håbo;2010;28,521061
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Håbo;2013;30,661387
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Höganäs;2010;41,278042
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Höganäs;2013;43,327077
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Högsby;2010;22,033765
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Högsby;2013;23,181918
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hörby;2010;26,837677
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Hörby;2013;28,132563
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Höör;2010;36,517533
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Höör;2013;39,218453
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Jokkmokk;2010;29,971177
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Jokkmokk;2013;31,78667
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Järfälla;2010;40,57932
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Järfälla;2013;42,333659
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Jönköping;2010;39,982475
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Jönköping;2013;42,264853
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kalix;2010;27,923606
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kalix;2013;29,492496
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kalmar;2010;41,527028
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kalmar;2013;43,474818
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Karlsborg;2010;31,153526
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Karlsborg;2013;32,736197
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Karlshamn;2010;32,505285
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Karlshamn;2013;34,513323
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Karlskoga;2010;27,666036
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Karlskoga;2013;28,820278
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Karlskrona;2010;42,149497
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Karlskrona;2013;44,241862
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Karlstad;2010;44,461358
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Karlstad;2013;46,732123
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Katrineholm;2010;27,998447
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Katrineholm;2013;29,126157
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kil;2010;29,659685
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kil;2013;31,775835
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kinda;2010;28,225913
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kinda;2013;30,413974
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kiruna;2010;28,475641
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kiruna;2013;29,839603
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Klippan;2010;21,933489
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Klippan;2013;23,533177
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Knivsta;2010;46,233471
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Knivsta;2013;48,342447
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kramfors;2010;26,202244
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kramfors;2013;27,904439
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kristianstad;2010;35,925356
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kristianstad;2013;37,510994
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kristinehamn;2010;29,005969
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kristinehamn;2013;30,064849
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Krokom;2010;32,898025
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Krokom;2013;34,71901
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kumla;2010;26,875727
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kumla;2013;28,588452
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kungsbacka;2010;43,127234
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kungsbacka;2013;45,769216
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kungsör;2010;25,684822
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kungsör;2013;26,544618
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kungälv;2010;36,54854
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kungälv;2013;38,32497
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kävlinge;2010;41,151806
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Kävlinge;2013;43,285482
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Köping;2010;24,852572
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Köping;2013;26,25095
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Laholm;2010;26,363361
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Laholm;2013;28,279586
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Landskrona;2010;28,345143
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Landskrona;2013;30,36476
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Laxå;2010;19,996967
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Laxå;2013;22,10765
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lekeberg;2010;28,310457
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lekeberg;2013;29,009652
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Leksand;2010;33,86449
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Leksand;2013;36,431223
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lerum;2010;41,218077
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lerum;2013;44,422955
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lessebo;2010;24,350182
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lessebo;2013;26,667997
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lidingö;2010;60,731917
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lidingö;2013;62,554961
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lidköping;2010;32,915103
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lidköping;2013;34,883883
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lilla Edet;2010;21,222805
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lilla Edet;2013;23,49732
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lindesberg;2010;25,681733
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lindesberg;2013;26,757336
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Linköping;2010;50,565573
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Linköping;2013;52,730135
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ljungby;2010;27,734395
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ljungby;2013;29,334249
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ljusdal;2010;22,168521
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ljusdal;2013;23,182754
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ljusnarsberg;2010;18,915661
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ljusnarsberg;2013;21,852133
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lomma;2010;59,92981
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lomma;2013;63,45012
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ludvika;2010;28,757393
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ludvika;2013;30,188684
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Luleå;2010;42,979628
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Luleå;2013;45,368477
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lund;2010;69,635517
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lund;2013;71,336898
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lycksele;2010;30,096278
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lycksele;2013;30,049793
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lysekil;2010;30,068102
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Lysekil;2013;32,262269
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Malmö;2010;49,648109
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Malmö;2013;52,650774
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Malung-Sälen;2010;21,602359
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Malung-Sälen;2013;23,252248
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Malå;2010;23,21281
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Malå;2013;25,35899
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Mariestad;2010;28,585348
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Mariestad;2013;30,115506
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Mark;2010;27,348398
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Mark;2013;28,614788
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Markaryd;2010;19,500837
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Markaryd;2013;21,363062
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Mellerud;2010;23,071871
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Mellerud;2013;24,589904
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Mjölby;2010;26,921116
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Mjölby;2013;29,112465
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Mora;2010;30,015475
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Mora;2013;32,184252
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Motala;2010;26,609463
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Motala;2013;28,801484
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Mullsjö;2010;28,980696
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Mullsjö;2013;30,017485
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Munkedal;2010;21,742418
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Munkedal;2013;23,174731
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Munkfors;2010;19,235307
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Munkfors;2013;20,454262
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Mölndal;2010;48,009398
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Mölndal;2013;50,086935
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Mönsterås;2010;24,881218
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Mönsterås;2013;27,203031
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Mörbylånga;2010;36,401375
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Mörbylånga;2013;38,357169
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Nacka;2010;53,271778
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Nacka;2013;54,972234
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Nora;2010;31,304562
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Nora;2013;31,815372
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Norberg;2010;22,536625
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Norberg;2013;23,387467
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Nordanstig;2010;22,498742
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Nordanstig;2013;23,222969
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Nordmaling;2010;23,965295
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Nordmaling;2013;25,139779
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Norrköping;2010;33,745378
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Norrköping;2013;35,795889
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Norrtälje;2010;27,215098
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Norrtälje;2013;28,487946
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Norsjö;2010;21,843828
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Norsjö;2013;22,459342
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Nybro;2010;24,565755
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Nybro;2013;26,765304
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Nykvarn;2010;31,582789
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Nykvarn;2013;32,76812
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Nyköping;2010;33,096211
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Nyköping;2013;34,448581
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Nynäshamn;2010;27,796673
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Nynäshamn;2013;29,165167
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Nässjö;2010;26,21998
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Nässjö;2013;28,25561
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ockelbo;2010;24,7154
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ockelbo;2013;25,674137
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Olofström;2010;23,620855
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Olofström;2013;25,394195
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Orsa;2010;26,783537
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Orsa;2013;28,310523
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Orust;2010;31,830965
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Orust;2013;33,008072
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Osby;2010;24,383213
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Osby;2013;25,696527
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Oskarshamn;2010;28,008279
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Oskarshamn;2013;29,878619
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ovanåker;2010;20,746416
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ovanåker;2013;22,624085
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Oxelösund;2010;24,884076
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Oxelösund;2013;26,326351
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Pajala;2010;28,368652
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Pajala;2013;27,472447
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Partille;2010;44,329301
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Partille;2013;47,226153
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Perstorp;2010;20,707178
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Perstorp;2013;21,8544
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Piteå;2010;32,148781
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Piteå;2013;34,069713
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ragunda;2010;21,946493
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ragunda;2013;21,623975
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Robertsfors;2010;28,791001
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Robertsfors;2013;30,206864
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ronneby;2010;31,692713
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ronneby;2013;32,33028
